latitude,longitude,event_date,elevation,slope,aspect,curvature,land_cover_code,historical_landslide_density,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day,soil_moisture_0_7cm,soil_moisture_7_28cm,earthquake_count_7d,nearest_eq_distance_km,max_eq_magnitude,landslide_occurrence
25.5,89.5,2010-04-25,24.0,0.03,300.5,0.0,1.0,0.0204,0.73,1.23,1.89,6.6,5.29,13.2,49.32,0.345,0.405,5,37.4,6.48,0
24.5204,92.7264,2016-05-18,535.5,0.72,179.1,0.0,1.0,0.0,1.9,5.9,10.4,17.4,34.2,48.4,93.7,0.419,0.411,2,163.0,4.8,1
25.5,94.0,2011-06-05,1521.0,0.51,260.7,-4e-06,0.0,0.5918,0.43,0.87,1.46,3.67,6.29,46.64,139.52,0.431,0.33,4,385.1,5.85,0
27.5,94.5,2015-02-05,111.0,1.28,61.1,3e-06,5.0,0.0,0.75,1.79,2.53,4.77,20.1,13.68,34.55,0.447,0.502,1,60.8,5.92,0
27.0,96.0,2012-10-07,1342.0,0.65,235.3,-3e-06,0.0,0.0,0.21,2.1,1.03,8.05,1.54,9.28,122.24,0.332,0.316,3,281.2,2.4,0
29.0,89.5,2014-07-08,3966.0,0.46,276.6,6e-06,2.0,0.0,0.16,0.06,4.45,10.29,0.49,48.07,66.1,0.46,0.313,1,159.5,1.56,0
26.048,91.8695,2015-09-05,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,2.6,35.8,151.9,502.1,0.507,0.508,3,338.6,4.5,1
29.5,93.0,2019-10-15,5074.0,3.5,174.4,-8e-06,4.0,0.0,0.06,0.36,2.48,1.75,4.31,3.31,81.7,0.447,0.396,3,470.7,6.31,0
27.0,90.0,2011-01-01,2022.0,1.82,31.7,-4e-06,1.0,0.0612,0.02,0.54,2.05,4.55,14.68,66.73,37.31,0.357,0.463,5,405.1,2.02,0
28.0,91.5,2017-01-18,5010.0,3.45,351.7,-5e-06,4.0,0.0,0.04,1.98,1.22,2.99,5.32,47.48,83.9,0.461,0.373,3,442.0,0.26,0
27.2872,88.2816,2007-09-18,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.7,3.1,19.7,49.9,0.4,0.411,1,757.5,4.6,1
28.0,93.0,2022-10-23,3033.0,5.29,39.3,-1e-06,2.0,0.0,0.37,2.47,0.17,4.19,10.06,66.47,127.13,0.315,0.438,4,451.8,4.19,0
25.0,95.5,2017-03-21,182.0,0.14,240.0,0.0,1.0,0.0,0.24,0.34,4.35,3.92,6.67,35.19,124.51,0.361,0.458,1,11.4,3.76,0
23.0,94.0,2021-11-15,147.0,1.17,100.5,3e-06,6.0,0.0204,0.61,0.3,3.91,0.03,19.48,3.27,23.46,0.371,0.489,1,466.3,5.57,0
24.0,88.0,2010-08-29,25.0,0.31,91.0,1e-06,6.0,0.0,0.4,0.9,3.1,7.22,9.63,19.29,125.83,0.336,0.372,3,62.3,2.48,0
25.1775,93.0123,2012-06-03,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.9,1.9,2.7,7.7,107.4,149.1,0.493,0.492,2,221.7,4.5,1
25.5,97.0,2021-08-02,919.0,0.27,17.7,-3e-06,0.0,0.0204,0.58,1.67,0.45,10.79,12.3,53.47,140.17,0.404,0.452,4,449.5,0.78,0
23.5,89.0,2019-03-29,11.0,0.0,68.2,0.0,5.0,0.0,0.12,1.21,2.8,6.32,7.21,53.31,74.25,0.466,0.483,3,417.0,3.56,0
27.5,93.5,2022-12-01,1645.0,0.7,257.5,-4e-06,0.0,0.102,0.46,2.03,0.99,3.14,3.74,23.13,128.97,0.431,0.321,0,375.1,1.56,0
22.0,90.5,2013-01-03,5.0,0.52,179.6,1e-06,1.0,0.0,0.59,1.64,4.51,1.32,7.78,25.8,144.99,0.421,0.29,4,373.4,6.02,0
29.0,88.5,2012-12-12,4067.0,0.57,161.1,4e-06,4.0,0.0,0.58,0.11,3.81,8.84,1.27,62.83,57.78,0.357,0.303,3,449.4,4.37,0
26.5,95.0,2016-01-08,1407.0,1.04,179.0,-4e-06,0.0,0.1224,0.35,2.44,3.02,6.06,14.55,49.87,22.51,0.317,0.388,0,440.1,1.6,0
25.6219,96.2887,2016-04-02,535.5,0.72,179.1,0.0,1.0,0.0,0.6,0.7,1.1,1.1,2.8,5.5,11.0,0.317,0.322,1,561.8,4.0,1
29.0,95.5,2013-04-25,3034.0,1.6,251.1,-4e-06,4.0,0.0204,0.63,0.12,1.2,3.27,1.82,18.12,30.51,0.353,0.427,2,89.7,2.31,0
29.0,96.0,2011-07-05,3778.0,1.01,220.4,-1e-06,4.0,0.0,0.65,0.95,3.47,1.6,5.52,34.95,51.45,0.364,0.44,3,450.6,3.2,0
26.8811,88.2779,2015-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.2,6.4,10.0,11.7,15.4,53.4,94.6,0.423,0.423,2,213.4,5.1,1
25.0,93.0,2019-09-14,532.0,0.69,249.5,-1e-06,0.0,0.2653,0.69,2.37,0.44,6.76,12.34,19.81,18.28,0.451,0.29,4,67.7,0.05,0
22.5,96.5,2011-10-24,1047.0,0.69,313.5,-1e-06,0.0,0.0204,0.88,1.67,2.38,7.69,7.82,61.58,117.5,0.429,0.328,1,222.0,5.92,0
24.0,90.0,2014-10-07,8.0,0.02,12.3,0.0,1.0,0.0,0.82,2.45,5.11,3.34,19.74,56.61,77.55,0.31,0.453,1,431.5,4.71,0
27.5,93.0,2023-03-23,777.0,2.77,7.5,6e-06,0.0,0.0408,0.33,1.36,2.03,8.94,11.61,66.42,66.07,0.374,0.456,2,287.1,4.29,0
24.0,89.0,2011-04-02,13.0,0.0,72.3,0.0,1.0,0.0,0.19,1.04,1.79,6.22,15.81,50.05,38.16,0.497,0.29,0,413.4,3.07,0
22.5,93.0,2015-07-28,972.0,1.28,266.4,1e-06,1.0,0.0,0.73,2.15,3.83,0.45,9.07,64.91,98.16,0.387,0.46,0,81.5,1.71,0
28.0,88.5,2022-08-18,5337.0,3.33,9.7,-5e-06,2.0,0.0,0.57,1.27,2.5,9.89,17.03,56.83,22.47,0.301,0.483,1,355.8,1.15,0
28.5,91.0,2019-07-19,5423.0,0.4,335.2,-3e-06,4.0,0.0,0.78,0.18,2.2,2.94,16.24,10.59,117.03,0.43,0.405,0,224.9,5.38,0
23.0,91.5,2020-01-15,6.0,0.05,319.4,0.0,1.0,0.0204,0.65,2.15,4.87,10.43,22.27,40.53,136.99,0.308,0.458,0,204.7,3.41,0
22.5,88.5,2010-07-30,4.0,0.01,3.6,0.0,1.0,0.0,0.25,1.43,1.42,8.86,21.0,48.7,43.81,0.482,0.412,0,64.6,6.35,0
22.5,94.5,2012-08-31,249.0,0.18,87.0,0.0,2.0,0.0,0.77,0.69,2.55,0.75,10.63,68.53,136.01,0.398,0.306,3,407.7,2.23,0
25.5,95.0,2015-02-27,1496.0,1.25,34.9,-4e-06,2.0,0.0,0.17,1.57,0.73,9.66,16.25,39.03,51.02,0.456,0.35,2,393.7,2.62,0
22.0,88.0,2016-06-10,3.0,0.61,147.8,1e-06,1.0,0.0,0.83,0.52,0.69,8.1,20.84,59.31,59.02,0.299,0.416,1,389.4,5.5,0
26.88,88.28,2011-06-17,535.5,0.72,179.1,0.0,1.0,0.0,1.9,1.9,2.5,4.6,5.5,19.4,60.9,0.413,0.406,0,500.0,0.0,1
23.0,92.0,2019-06-04,55.0,0.11,308.9,0.0,1.0,0.0,0.59,1.48,1.34,2.88,1.87,36.35,32.17,0.433,0.328,1,423.0,0.29,0
22.0,92.0,2014-05-26,36.0,0.66,222.2,1e-06,5.0,0.1429,0.19,0.26,0.18,6.75,15.95,5.72,112.41,0.379,0.34,1,379.6,5.04,0
24.5,95.5,2023-10-15,268.0,0.2,209.7,-0.0,2.0,0.0,0.07,0.25,2.13,10.02,2.4,17.68,41.22,0.433,0.36,3,337.5,3.38,0
27.0,96.0,2022-05-18,1342.0,0.65,235.3,-3e-06,0.0,0.0,0.06,0.99,5.26,5.98,22.02,60.42,19.05,0.446,0.437,4,377.9,5.0,0
26.5,91.0,2023-11-25,42.0,1.83,0.1,2e-06,5.0,0.0,0.03,1.63,5.03,5.73,6.17,67.22,126.0,0.407,0.306,0,228.9,3.4,0
27.08168565,93.60815652,2017-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.2,1.5,7.0,20.1,43.9,65.5,114.2,0.51,0.508,2,362.9,4.6,1
24.3527,94.3429,2011-07-22,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.4,1.2,5.7,14.5,94.2,173.0,0.427,0.429,0,500.0,0.0,1
29.0,96.0,2011-02-16,3778.0,1.01,220.4,-1e-06,4.0,0.0,0.53,0.71,2.99,6.0,9.7,25.84,27.39,0.468,0.398,2,222.1,3.51,0
29.5,88.5,2011-10-07,4353.0,3.71,178.0,-3e-06,4.0,0.0,0.69,1.17,3.48,10.8,3.07,36.04,85.5,0.305,0.492,4,246.6,3.3,0
27.0,89.0,2009-08-15,1156.0,4.51,347.5,4e-06,0.0,0.0,0.17,1.89,1.97,5.08,18.97,17.58,133.79,0.395,0.495,4,445.5,4.2,0
26.5,88.0,2012-10-18,120.0,2.01,7.6,3e-06,1.0,0.9796,0.13,1.42,0.97,10.05,22.46,66.92,84.67,0.471,0.305,5,33.8,0.04,0
28.0,94.0,2012-10-28,1741.0,1.08,354.2,-1e-06,0.0,0.0204,0.5,1.72,2.99,7.71,12.82,6.85,34.0,0.308,0.345,4,429.2,5.73,0
23.7705,92.5217,2012-11-11,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,40.6,0.372,0.379,0,500.0,0.0,1
28.5,97.5,2010-10-19,4505.0,1.59,31.9,-9e-06,2.0,0.0,0.66,0.84,0.87,3.12,19.22,4.46,115.61,0.458,0.457,5,21.9,5.26,0
27.3425,88.2426,2013-09-01,535.5,0.72,179.1,0.0,1.0,0.0,0.5,1.8,9.3,28.1,34.1,51.7,126.5,0.426,0.425,1,629.2,4.5,1
27.337,88.609,2008-08-28,535.5,0.72,179.1,0.0,1.0,0.0,4.1,12.4,25.0,38.3,67.1,181.0,330.4,0.431,0.435,2,337.1,4.7,1
28.0,96.0,2015-03-10,252.0,4.26,344.1,7e-06,0.0,0.0,0.73,1.63,4.64,10.06,18.48,4.43,88.64,0.353,0.322,3,331.9,0.57,0
23.0,88.5,2019-08-16,11.0,0.01,28.7,0.0,1.0,0.0,0.76,0.8,2.1,5.53,15.0,8.58,87.26,0.333,0.481,2,101.4,0.29,0
24.5,96.5,2013-09-28,150.0,0.29,293.0,1e-06,1.0,0.0,0.81,1.8,2.99,3.06,20.96,48.54,53.48,0.409,0.432,1,465.1,2.04,0
28.0,90.0,2023-11-28,4023.0,3.6,351.9,1e-06,4.0,0.0,0.57,0.69,3.11,2.59,2.69,63.38,28.9,0.417,0.313,3,31.6,5.85,0
24.9016,91.8771,2015-06-11,535.5,0.72,179.1,0.0,1.0,0.0,3.4,13.5,25.5,34.9,61.3,135.5,206.7,0.49,0.479,0,500.0,0.0,1
29.0,91.5,2015-04-01,4803.0,0.84,223.8,1e-06,2.0,0.0,0.44,2.36,2.82,2.76,0.41,35.92,67.99,0.373,0.408,0,231.6,3.76,0
27.5,91.5,2018-03-13,2019.0,3.55,0.6,9e-06,0.0,0.1224,0.33,0.92,2.67,10.34,14.82,43.21,75.07,0.382,0.413,1,463.6,1.59,0
26.0,90.0,2014-05-28,36.0,0.05,247.6,0.0,1.0,0.0,0.58,0.32,2.83,10.85,11.63,19.65,86.58,0.376,0.424,4,218.5,3.81,0
27.04040393,89.90633458,2017-07-08,535.5,0.72,179.1,0.0,1.0,0.0,5.5,16.1,32.1,34.7,39.6,67.7,247.8,0.427,0.434,1,565.2,4.9,1
26.9974,88.4314,2015-06-17,535.5,0.72,179.1,0.0,1.0,0.0,0.8,2.5,3.1,3.1,13.3,38.5,87.6,0.425,0.418,2,784.3,4.3,1
25.5,96.5,2009-06-22,309.0,0.82,326.9,1e-06,1.0,0.0,0.58,2.35,0.18,8.36,18.12,6.13,135.07,0.436,0.344,3,161.5,6.23,0
22.65242372,92.15898865,2017-06-13,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.0,2.5,19.3,92.0,184.3,217.9,0.428,0.427,1,418.4,4.6,1
27.5,90.5,2016-08-23,1900.0,5.0,341.4,5e-06,1.0,0.0408,0.17,0.13,4.97,5.4,18.65,29.43,27.06,0.427,0.301,1,407.5,6.17,0
22.533,92.899,2007-07-30,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,11.9,57.2,0.397,0.402,2,64.5,4.8,1
22.5,97.5,2021-10-09,815.0,0.24,113.4,-0.0,0.0,0.0,0.41,0.98,3.66,2.68,0.52,8.3,72.85,0.442,0.503,3,426.1,4.1,0
29.5,90.5,2022-02-22,5724.0,4.11,175.7,-1.2e-05,2.0,0.0,0.21,1.32,2.66,10.73,6.12,23.89,88.41,0.308,0.295,5,124.5,5.76,0
27.5,93.0,2019-06-15,777.0,2.77,7.5,6e-06,0.0,0.0408,0.28,0.31,1.89,8.7,10.26,33.65,126.75,0.313,0.464,2,414.9,4.53,0
29.5,88.0,2017-07-28,5558.0,5.38,207.7,-1.6e-05,2.0,0.0,0.43,2.26,0.2,1.82,15.48,7.75,97.74,0.495,0.339,1,405.7,4.25,0
23.5,88.5,2019-02-14,12.0,0.01,55.0,0.0,1.0,0.0,0.85,2.3,2.76,8.33,5.3,68.65,142.12,0.373,0.491,4,94.6,5.28,0
24.5,89.0,2017-06-04,12.0,0.01,38.0,0.0,1.0,0.0,0.8,0.19,3.09,0.61,9.89,17.0,95.62,0.332,0.37,3,362.7,4.11,0
24.5,95.0,2009-06-19,182.0,0.24,192.3,0.0,5.0,0.0,0.85,2.4,3.42,7.08,20.57,68.06,42.97,0.442,0.326,3,312.8,3.9,0
23.5,95.5,2020-03-15,175.0,0.32,43.1,0.0,5.0,0.0,0.78,0.3,5.12,4.59,11.82,2.69,75.28,0.469,0.316,3,323.1,3.76,0
27.5,96.5,2022-05-06,439.0,1.63,286.5,6e-06,0.0,0.0204,0.5,2.42,3.74,6.67,8.31,4.33,47.11,0.452,0.303,0,491.5,1.87,0
26.7215,95.0283,2010-07-19,535.5,0.72,179.1,0.0,1.0,0.0,2.4,5.8,11.1,17.0,46.2,67.4,168.4,0.496,0.516,1,515.6,4.6,1
28.1737,94.7596,2015-08-18,535.5,0.72,179.1,0.0,1.0,0.0,1.6,5.9,10.3,17.7,31.0,114.4,144.9,0.429,0.428,2,393.7,4.5,1
26.0,88.5,2018-01-04,55.0,0.06,358.8,-0.0,5.0,0.0,0.88,0.43,0.32,8.58,14.98,45.65,133.16,0.307,0.426,5,401.5,5.69,0
23.19807165,94.29816252,2017-06-05,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,0.328,0.339,2,65.1,4.1,1
27.0,88.0,2013-05-14,1961.0,3.37,356.9,-4e-06,2.0,0.9388,0.3,2.29,4.26,11.19,5.13,48.89,140.23,0.487,0.332,2,162.3,4.07,0
29.0,91.0,2016-10-16,4544.0,1.27,190.6,1e-06,4.0,0.0,0.81,1.17,3.79,10.29,1.55,30.67,136.85,0.4,0.294,4,144.3,6.29,0
29.5,88.5,2021-01-10,4353.0,3.71,178.0,-3e-06,4.0,0.0,0.74,0.27,1.02,5.87,22.08,14.0,87.51,0.449,0.396,5,346.5,2.85,0
25.5,90.0,2009-07-22,71.0,0.27,273.1,0.0,1.0,0.1429,0.82,2.14,1.98,9.07,10.11,5.4,132.61,0.335,0.4,0,92.0,6.22,0
26.944,88.4441,2010-06-11,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.5,1.5,2.9,9.1,36.5,78.5,0.423,0.413,0,500.0,0.0,1
24.5,97.5,2009-02-18,928.0,1.34,173.1,-1e-06,0.0,0.0,0.34,1.46,4.3,8.69,2.73,17.57,98.04,0.413,0.305,5,413.8,3.1,0
23.5,88.0,2022-06-30,27.0,0.32,88.9,1e-06,1.0,0.0204,0.77,0.29,1.95,3.27,11.86,10.38,56.63,0.373,0.353,0,397.7,0.92,0
28.5,96.5,2017-11-11,4116.0,2.66,34.6,-6e-06,4.0,0.0,0.85,0.31,1.13,4.03,3.95,29.53,58.07,0.376,0.389,0,332.4,1.81,0
22.0,90.0,2022-04-29,5.0,0.52,180.4,1e-06,1.0,0.0,0.32,1.23,0.01,9.87,10.73,5.49,19.8,0.437,0.352,1,267.4,1.09,0
27.5,96.5,2011-08-23,439.0,1.63,286.5,6e-06,0.0,0.0204,0.42,2.25,3.08,10.67,1.63,62.35,81.67,0.477,0.372,2,212.4,5.66,0
22.3507,91.8147,2015-07-19,535.5,0.72,179.1,0.0,1.0,0.0,2.7,6.5,8.5,12.6,52.8,123.2,131.7,0.283,0.283,1,659.7,4.5,1
24.0,97.5,2016-02-17,1449.0,0.34,223.1,-4e-06,0.0,0.0,0.44,0.85,3.48,7.84,3.47,40.63,121.01,0.496,0.326,2,130.6,1.44,0
27.0,96.5,2020-11-29,1495.0,0.36,313.9,-3e-06,0.0,0.0,0.35,2.11,3.68,1.11,11.24,8.04,114.02,0.44,0.377,1,75.0,1.92,0
28.5,95.5,2017-11-15,2009.0,3.49,329.3,1e-06,0.0,0.0,0.89,0.1,2.05,8.65,21.83,15.23,73.87,0.48,0.457,2,236.1,2.75,0
26.1097,91.7747,2014-09-22,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.4,0.4,10.0,22.0,127.8,141.4,0.497,0.505,3,346.7,4.5,1
29.0,92.5,2023-09-29,4045.0,1.18,62.0,4e-06,4.0,0.0,0.36,0.37,3.34,0.35,16.93,16.94,71.34,0.366,0.369,5,168.9,6.12,0
27.6802471,93.62592773,2017-04-22,535.5,0.72,179.1,0.0,1.0,0.0,0.2,1.5,3.3,6.0,6.2,67.9,87.6,0.412,0.412,1,351.9,4.5,1
26.0137,94.5163,2013-08-04,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.3,21.3,33.5,0.497,0.496,1,231.9,5.0,1
26.5,89.5,2021-11-22,50.0,2.34,0.2,3e-06,6.0,0.0204,0.27,1.82,0.12,9.38,8.99,2.99,128.36,0.458,0.5,4,375.1,5.41,0
27.0,91.5,2009-08-18,1594.0,2.09,12.5,-2e-06,1.0,0.0204,0.34,1.87,1.95,5.28,16.51,64.15,89.77,0.351,0.361,3,206.7,4.63,0
24.0,95.5,2011-01-22,352.0,0.16,53.5,-1e-06,0.0,0.0,0.65,0.24,2.29,7.75,4.78,50.74,67.12,0.426,0.331,1,357.0,3.22,0
23.5,96.0,2010-12-31,79.0,0.02,325.9,0.0,5.0,0.0,0.86,0.44,3.0,0.16,11.93,54.53,136.46,0.468,0.396,1,359.6,1.24,0
29.5,93.0,2016-01-02,5074.0,3.5,174.4,-8e-06,4.0,0.0,0.71,1.11,3.93,3.41,10.42,9.16,141.7,0.416,0.371,3,55.6,6.28,0
25.5,94.0,2011-04-07,1521.0,0.51,260.7,-4e-06,0.0,0.5918,0.11,0.6,3.18,3.74,5.09,65.8,135.69,0.347,0.442,0,437.5,1.03,0
26.0,89.5,2012-09-29,33.0,0.03,17.4,0.0,1.0,0.0,0.05,0.62,1.62,5.07,9.83,5.17,113.62,0.454,0.388,0,173.1,0.2,0
24.0,93.0,2021-12-23,374.0,0.4,208.3,2e-06,0.0,0.102,0.16,2.12,0.55,7.43,13.75,24.12,130.45,0.382,0.421,5,383.6,1.78,0
23.5,89.0,2012-02-19,11.0,0.0,68.2,0.0,5.0,0.0,0.65,2.6,4.64,2.38,11.46,56.47,130.78,0.493,0.427,5,231.8,1.6,0
25.0,88.5,2020-04-03,27.0,0.01,35.5,-0.0,6.0,0.0,0.24,2.41,3.04,0.38,0.87,35.0,64.78,0.416,0.498,0,79.6,4.75,0
22.6461,97.3193,2010-10-06,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,25.3,0.439,0.45,0,500.0,0.0,1
23.5,90.5,2011-03-03,6.0,0.0,337.4,-0.0,1.0,0.0204,0.88,2.04,2.68,5.38,7.12,56.82,94.94,0.446,0.445,5,488.5,5.34,0
24.3481,94.1146,2015-08-01,535.5,0.72,179.1,0.0,1.0,0.0,7.2,25.6,51.5,72.0,164.5,330.8,493.5,0.47,0.47,1,444.6,4.4,1
29.0,93.5,2011-11-26,4835.0,1.82,343.8,-4e-06,2.0,0.0,0.19,0.13,3.4,3.65,1.27,7.21,139.48,0.375,0.375,1,127.6,5.01,0
23.0,95.0,2018-09-24,292.0,0.31,13.9,-0.0,1.0,0.0,0.48,0.02,0.62,1.94,10.83,49.04,128.84,0.497,0.42,3,158.4,5.29,0
27.0,93.5,2020-01-23,661.0,1.11,10.5,0.0,0.0,0.5102,0.79,0.91,1.98,9.37,17.89,41.38,114.68,0.342,0.387,0,154.5,2.07,0
22.5,96.0,2012-06-13,71.0,0.62,270.3,2e-06,1.0,0.0204,0.02,1.86,0.2,0.83,4.05,19.41,26.6,0.467,0.487,3,200.1,4.1,0
25.0,88.5,2017-05-03,27.0,0.01,35.5,-0.0,6.0,0.0,0.41,2.47,1.14,3.42,2.56,55.31,117.18,0.486,0.385,0,401.5,5.88,0
25.5,94.5,2014-02-22,1300.0,0.61,1.5,1e-06,0.0,0.102,0.9,0.22,3.4,4.4,10.7,66.52,52.76,0.43,0.359,1,425.2,1.15,0
22.0,89.0,2019-11-08,6.0,0.52,179.9,1e-06,5.0,0.0,0.23,1.82,5.22,0.98,11.44,55.33,89.52,0.363,0.353,5,79.0,3.69,0
28.5,92.0,2020-09-02,4563.0,0.59,31.8,3e-06,2.0,0.0,0.4,0.7,4.41,3.31,5.55,18.82,115.88,0.37,0.388,5,486.5,4.5,0
29.0,93.0,2021-08-23,3846.0,0.63,305.8,4e-06,4.0,0.0,0.13,2.47,4.42,9.16,22.01,38.96,40.06,0.302,0.301,4,117.2,3.42,0
29.5,95.0,2022-04-23,3878.0,2.08,118.3,-1e-05,2.0,0.0,0.04,1.28,0.17,3.61,0.72,49.64,127.86,0.375,0.406,0,217.1,3.82,0
25.0,91.0,2015-09-05,5.0,0.7,0.1,1e-06,5.0,0.0204,0.79,0.08,1.39,9.74,1.99,60.73,32.61,0.465,0.334,5,298.1,2.28,0
27.5,90.5,2009-10-01,1900.0,5.0,341.4,5e-06,1.0,0.0408,0.52,1.9,0.48,3.33,16.96,14.28,34.5,0.408,0.5,4,255.9,1.77,0
25.0,96.0,2012-03-11,310.0,0.11,189.7,-0.0,0.0,0.0,0.06,0.43,1.62,8.46,12.92,21.88,33.5,0.439,0.441,2,255.2,3.21,0
28.3036,95.4112,2010-09-09,535.5,0.72,179.1,0.0,1.0,0.0,2.8,5.2,6.7,12.3,37.9,113.5,531.9,0.437,0.436,0,500.0,0.0,1
26.0481,94.4619,2013-08-04,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.7,1.3,21.3,33.5,0.497,0.496,1,236.2,5.0,1
24.75,93.4333,2007-10-21,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.9,0.9,4.9,11.1,17.5,75.5,0.417,0.415,2,190.2,4.5,1
25.5,94.0,2013-10-22,1521.0,0.51,260.7,-4e-06,0.0,0.5918,0.8,2.13,1.91,0.61,14.21,40.62,130.83,0.347,0.4,2,16.1,5.39,0
25.8782,94.1739,2011-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.9,3.9,23.1,26.6,89.9,146.5,0.518,0.51,2,238.6,4.7,1
27.5523,91.752,2016-04-22,535.5,0.72,179.1,0.0,1.0,0.0,1.0,4.2,9.9,20.6,30.5,77.4,104.4,0.427,0.429,1,546.5,4.3,1
23.7327,92.7463,2014-07-14,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.8,5.2,13.0,19.4,106.3,131.6,0.426,0.422,1,181.8,4.2,1
28.5,92.5,2021-11-25,4821.0,1.69,183.4,-0.0,2.0,0.0,0.9,0.92,0.68,6.36,11.79,45.0,80.65,0.332,0.421,5,152.3,1.26,0
25.5,96.0,2022-06-19,231.0,0.68,354.2,1e-06,1.0,0.2245,0.6,1.29,3.06,6.04,12.53,54.96,127.1,0.489,0.373,5,171.0,3.54,0
22.0,95.5,2014-06-25,95.0,0.42,179.9,1e-06,1.0,0.0204,0.52,1.81,2.27,2.33,2.04,64.46,65.96,0.317,0.348,5,342.6,5.84,0
29.5,93.0,2017-08-04,5074.0,3.5,174.4,-8e-06,4.0,0.0,0.39,1.47,1.97,7.15,1.47,13.71,21.9,0.402,0.416,2,305.9,5.7,0
27.11610665,93.79559574,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,1.6,7.0,18.5,34.7,57.5,79.1,144.8,0.504,0.501,1,283.1,4.5,1
24.95178179,94.20340026,2017-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.8,2.5,3.6,4.3,8.6,28.7,59.8,0.446,0.441,2,120.4,4.6,1
23.5,94.5,2021-01-08,282.0,0.41,339.6,0.0,1.0,0.0,0.18,1.64,1.42,7.15,14.65,50.57,89.76,0.431,0.4,1,215.6,1.0,0
22.0,90.0,2016-07-07,5.0,0.52,180.4,1e-06,1.0,0.0,0.0,1.71,4.48,8.22,2.37,38.13,48.08,0.398,0.302,1,358.7,0.6,0
24.0,92.0,2018-12-12,70.0,0.41,257.8,1e-06,6.0,0.0204,0.04,1.58,3.64,4.62,14.41,59.17,138.1,0.36,0.411,0,177.3,3.69,0
27.0,97.5,2022-05-16,583.0,0.83,76.9,2e-06,0.0,0.0,0.23,0.08,0.64,0.06,4.52,47.64,129.27,0.337,0.376,3,461.8,5.45,0
22.4254,91.8022,2015-07-26,535.5,0.72,179.1,0.0,1.0,0.0,5.7,16.8,29.0,69.7,168.8,255.4,313.9,0.283,0.283,1,262.7,4.2,1
26.9653186,88.2667225,2017-06-05,535.5,0.72,179.1,0.0,1.0,0.0,0.4,9.1,15.8,42.8,60.6,84.5,138.3,0.42,0.422,2,732.8,4.1,1
26.0,88.5,2019-02-16,55.0,0.06,358.8,-0.0,5.0,0.0,0.61,0.08,3.3,1.88,7.98,31.51,145.11,0.299,0.5,4,374.6,6.43,0
26.56636244,93.13195098,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,0.9,2.7,6.6,15.7,41.9,85.8,155.9,0.515,0.506,1,372.5,4.5,1
28.5,91.0,2012-02-09,5423.0,0.4,335.2,-3e-06,4.0,0.0,0.59,1.46,0.09,9.25,6.47,2.65,61.72,0.38,0.433,1,452.1,3.68,0
25.5,93.0,2012-08-26,170.0,0.59,143.0,2e-06,6.0,0.0408,0.04,1.56,2.25,7.76,21.97,7.62,79.32,0.347,0.373,5,405.3,5.89,0
25.0,95.0,2014-07-27,130.0,1.5,24.3,3e-06,6.0,0.0,0.26,1.04,3.95,3.86,12.58,14.47,57.77,0.34,0.413,1,474.1,4.44,0
23.5,94.5,2019-10-15,282.0,0.41,339.6,0.0,1.0,0.0,0.74,1.99,4.26,10.75,5.51,55.41,100.32,0.377,0.331,2,44.6,6.26,0
28.0,94.0,2011-08-10,1741.0,1.08,354.2,-1e-06,0.0,0.0204,0.09,2.31,0.72,5.13,15.21,52.5,138.72,0.383,0.45,1,443.9,4.26,0
23.3572,92.7878,2015-08-26,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,2.4,5.2,19.3,104.7,0.411,0.416,1,390.5,3.9,1
25.0,92.5,2019-08-23,39.0,1.09,342.1,2e-06,1.0,0.1429,0.63,0.53,3.62,0.11,9.55,9.25,84.21,0.425,0.441,3,417.0,0.68,0
